Region,Distributor Code,Retailer Code,Pincode,Salesman Name,Latitude,Longitude,Visits/week
TN CHN,22520,225201600548,603001,KANNIYAPPAN K,12.6903523,79.9802514,1
TN CHN,22520,225201600552,603001,KANNIYAPPAN K,12.6944608,79.9772769,1
TN CHN,22520,225201600557,603002,KANNIYAPPAN K,12.69225,79.9783116,1
TN CHN,22520,225201600579,603204,KANNIYAPPAN K,12.7596561,80.0055368,1
TN CHN,22520,225201600553,603001,KANNIYAPPAN K,12.6941672,79.9766742,1
TN CHN,22520,225201600557,603002,KANNIYAPPAN K,12.69225,79.9783116,1
TN CHN,22520,225201600574,603204,KANNIYAPPAN K,12.7600136,80.0037502,1
TN CHN,22520,225201600616,603204,KANNIYAPPAN K,12.7608821,80.0033166,1
TN CHN,22520,225201600570,603204,KANNIYAPPAN K,12.7605644,80.0036133,1
TN CHN,22520,225201600608,603204,KANNIYAPPAN K,12.7620021,80.0035361,1
TN CHN,22520,225201600592,603209,PRITHIVIRAJAN D,12.7309517,80.0005283,1
TN CHN,22520,225201600612,603204,KANNIYAPPAN K,12.7580068,80.0023455,1
TN CHN,22520,225201600284,123456,KANNIYAPPAN K,12.6813067,79.97525,1
TN CHN,22520,225201600301,603001,KANNIYAPPAN K,12.6922932,79.9792433,1
TN CHN,22520,225201600642,603002,KANNIYAPPAN K,12.5432501,79.9052895,1
TN CHN,22520,225201600645,600001,KANNIYAPPAN K,12.7586511,80.0078346,1
TN CHN,22520,225201600616,603204,KANNIYAPPAN K,12.7608821,80.0033166,1
TN CHN,22520,225201600640,603001,KANNIYAPPAN K,12.6942889,79.9763738,1
TN CHN,22520,225201600661,603204,PRITHIVIRAJAN D,12.8179233,80.03895,1
TN CHN,22520,225201600319,603001,KANNIYAPPAN K,12.6946491,79.974225,1
TN CHN,22520,225201600320,603002,KANNIYAPPAN K,12.6838994,79.9847992,1
TN CHN,22520,225201600554,603001,KANNIYAPPAN K,12.6975193,79.9717095,1
TN CHN,22520,225201600572,600001,KANNIYAPPAN K,12.7601543,80.0039437,1
TN CHN,22520,225201600594,603209,PRITHIVIRAJAN D,12.7958267,80.0276483,1
TN CHN,22520,225201600643,600001,KANNIYAPPAN K,12.6823774,79.9759082,1
TN CHN,22520,225201600625,600001,PRITHIVIRAJAN D,12.818942,80.0366833,1
TN CHN,22520,225201600654,603209,PRITHIVIRAJAN D,12.66676,79.9788637,1
TN CHN,22520,225201600663,603204,PRITHIVIRAJAN D,12.6917497,79.9741937,1
TN CHN,22520,225201600356,603001,KANNIYAPPAN K,13.0150132,80.223834,1
TN CHN,22520,225201600573,603204,KANNIYAPPAN K,12.7601971,80.0037978,1
TN CHN,22520,225201600593,603209,PRITHIVIRAJAN D,12.7947467,80.01901,1
TN CHN,22520,225201600607,603204,KANNIYAPPAN K,12.7621874,80.0034854,1
TN CHN,22520,225201600701,603002,KANNIYAPPAN K,12.6926189,79.9789676,1
TN CHN,22520,225201600686,603209,PRITHIVIRAJAN D,12.7897217,80.035485,1
TN CHN,22520,225201600728,600001,PRITHIVIRAJAN D,12.809645,80.0277733,1
TN CHN,22520,225201600731,600001,PRITHIVIRAJAN D,12.7997798,80.0061107,1
TN CHN,22520,225201600748,603001,KANNIYAPPAN K,12.6751267,80.00344,1
TN CHN,22520,225201600732,603312,PRITHIVIRAJAN D,12.7879129,80.015523,1
TN CHN,22520,225201600746,603204,KANNIYAPPAN K,12.7624685,80.0036987,1
TN CHN,22520,225201600682,603204,KANNIYAPPAN K,12.7600427,80.0039185,1
TN CHN,22520,225201600729,600001,PRITHIVIRAJAN D,12.7927997,80.0185039,1
TN CHN,22520,225201600750,603204,KANNIYAPPAN K,12.7618294,80.0035247,1
TN CHN,22520,225201600711,603204,PRITHIVIRAJAN D,12.745967,79.9876385,1
TN CHN,22520,225201600723,603305,PRITHIVIRAJAN D,12.8104681,80.027027,1
TN CHN,22520,225201600751,603209,PRITHIVIRAJAN D,12.7947283,80.0271867,1
TN CHN,22520,225201600754,603308,KANNIYAPPAN K,12.6917504,79.9742511,1
TN CHN,22520,225201600755,600001,KANNIYAPPAN K,12.6917337,79.9742197,1
TN CHN,22520,225201600786,600001,PRITHIVIRAJAN D,12.732964,80.0017401,1
TN CHN,22520,225201600815,603003,KANNIYAPPAN K,12.6916904,79.9742342,1
TN CHN,22520,225201600750,603204,KANNIYAPPAN K,12.7618294,80.0035247,1
TN CHN,22520,225201600811,605602,KANNIYAPPAN K,12.6804514,79.9810849,1
TN CHN,22520,225201600748,603001,KANNIYAPPAN K,12.6751267,80.00344,1
TN CHN,22520,225201600862,603204,KANNIYAPPAN K,12.7616288,80.0029808,1
TN CHN,22520,225201600726,600001,PRITHIVIRAJAN D,12.79965,80.00416,1
TN CHN,22520,225201600730,603312,PRITHIVIRAJAN D,12.794995,80.018849,1
TN CHN,22520,225201600862,603204,KANNIYAPPAN K,12.7616288,80.0029808,1
TN CHN,22520,225201600870,600001,PRITHIVIRAJAN D,12.68649,79.9834255,1
TN CHN,22520,225201600872,600001,MOHANRAJ,12.6852951,79.9741918,1
TN CHN,22520,225201600876,603306,PRITHIVIRAJAN D,12.5089087,79.8876605,1
TN CHN,22520,225201600879,600001,PRITHIVIRAJAN D,12.5089118,79.8862666,1
TN CHN,22520,225201600884,603306,PRITHIVIRAJAN D,12.6928329,79.9782224,1
TN CHN,22520,225201600890,603306,PRITHIVIRAJAN D,12.6905216,79.9806668,1
TN CHN,22520,225201600874,603306,PRITHIVIRAJAN D,12.6904968,79.9747404,1
TN CHN,22520,225201600883,603306,PRITHIVIRAJAN D,12.5091866,79.8895177,1
TN CHN,22520,225201600892,603306,PRITHIVIRAJAN D,12.5088367,79.88809,1
TN CHN,22520,225201600918,603306,PRITHIVIRAJAN D,12.6928099,79.978181,1
TN CHN,22520,225201700932,123456,KANNIYAPPAN K,12.6043842,79.9765752,1
TN CHN,22520,225201700933,603308,KANNIYAPPAN K,12.6054762,79.9196357,1
TN CHN,22520,225201700934,603306,MOHANRAJ,12.69281,79.97818,1
TN CHN,22520,225201700962,603002,KANNIYAPPAN K,12.694431,79.9760843,1
TN CHN,22520,225201600917,603306,PRITHIVIRAJAN D,12.6927945,79.9781755,1
TN CHN,22520,225201700934,603306,PRITHIVIRAJAN D,12.69281,79.97818,1
TN CHN,22520,225201600837,600001,KANNIYAPPAN K,12.7034368,79.966754,1
TN CHN,22520,225201600875,603303,MOHANRAJ,12.5089214,79.8881481,1
TN CHN,22520,225201600876,603306,PRITHIVIRAJAN D,12.5089087,79.8876605,1
TN CHN,22520,225201600877,603306,PRITHIVIRAJAN D,12.6927937,79.9781685,1
TN CHN,22520,225201600880,603306,PRITHIVIRAJAN D,12.5089264,79.8880538,1
TN CHN,22520,225201700953,603302,PRITHIVIRAJAN D,12.8095667,80.027695,1
TN CHN,22520,225201700969,603306,PRITHIVIRAJAN D,12.5045745,79.8791508,1
TN CHN,22520,225201700971,123456,PRITHIVIRAJAN D,12.5949204,79.9421524,1
TN CHN,22520,225201700980,603001,KANNIYAPPAN K,12.67605,80.0042767,1
TN CHN,22520,225201600898,603306,MOHANRAJ,12.6864591,79.9834944,1
TN CHN,22520,225201600899,603306,MOHANRAJ,12.7730759,80.0165685,1
TN CHN,22520,225201600902,603306,KANNIYAPPAN K,12.5429764,79.9050456,1
TN CHN,22520,225201600915,600001,PRITHIVIRAJAN D,12.5093375,79.8848435,1
TN CHN,22520,225201600916,603306,PRITHIVIRAJAN D,12.6928063,79.9781772,1
TN CHN,22520,225201600917,603306,MOHANRAJ,12.6927945,79.9781755,1
TN CHN,22520,225201600918,603306,MOHANRAJ,12.6928099,79.978181,1
TN CHN,22520,225201600919,600001,KANNIYAPPAN K,12.6917224,79.9742271,1
TN CHN,22520,225201700931,123456,PRITHIVIRAJAN D,12.5086422,79.8916601,1
TN CHN,22520,225201700943,600001,PRITHIVIRAJAN D,12.799735,80.0041267,1
TN CHN,22520,225201700964,603209,PRITHIVIRAJAN D,12.79567,80.0269283,1
TN CHN,22520,225201700978,123456,KANNIYAPPAN K,12.6043813,79.976521,1
TN CHN,22520,225201701012,123456,KANNIYAPPAN K,12.5350345,79.9030913,1
TN CHN,22520,225201701032,600001,PRITHIVIRAJAN D,12.6918,79.9743057,1
TN CHN,22520,225201701035,603209,PRITHIVIRAJAN D,12.7933183,80.0292517,1
TN CHN,22520,225201701009,603306,MOHANRAJ,12.6865034,79.9835175,1
TN CHN,22520,225201701057,603308,KANNIYAPPAN K,12.6917962,79.9742319,1
TN CHN,22520,225201701030,603002,PRITHIVIRAJAN D,12.7378058,80.0010984,1
TN CHN,22520,225201701048,123456,PRITHIVIRAJAN D,12.7962682,80.0220193,1
TN CHN,22520,225201701063,123456,KANNIYAPPAN K,12.7608421,80.0033393,1
TN CHN,22520,225201701070,603204,KANNIYAPPAN K,12.6917099,79.9742361,1
TN CHN,22520,225201701074,123456,KANNIYAPPAN K,12.6975148,79.9718178,1
TN CHN,22520,225201600868,603306,PRITHIVIRAJAN D,12.5088743,79.8845159,1
TN CHN,22520,225201600871,600001,PRITHIVIRAJAN D,12.6917937,79.9742542,1
TN CHN,22520,225201600872,600001,PRITHIVIRAJAN D,12.6852951,79.9741918,1
TN CHN,22520,225201600876,603306,MOHANRAJ,12.5089087,79.8876605,1
TN CHN,22520,225201600878,603306,PRITHIVIRAJAN D,12.5088669,79.8852423,1
TN CHN,22520,225201600881,603306,PRITHIVIRAJAN D,12.6928091,79.9781809,1
TN CHN,22520,225201600887,603306,MOHANRAJ,12.5050078,79.8894021,1
TN CHN,22520,225201600872,600001,PRITHIVIRAJAN D,12.6852951,79.9741918,1
TN CHN,22520,225201600875,603303,PRITHIVIRAJAN D,12.5089214,79.8881481,1
TN CHN,22520,225201600898,603306,PRITHIVIRAJAN D,12.6864591,79.9834944,1
TN CHN,22520,225201600899,603306,PRITHIVIRAJAN D,12.7730759,80.0165685,1
TN CHN,22520,225201600917,603306,PRITHIVIRAJAN D,12.6927945,79.9781755,1
TN CHN,22520,225201600922,603306,PRITHIVIRAJAN D,12.508666,79.891612,1
TN CHN,22520,225201700934,603306,PRITHIVIRAJAN D,12.69281,79.97818,1
TN CHN,22520,225201700950,123456,PRITHIVIRAJAN D,12.8101167,80.0271133,1
TN CHN,22520,225201700958,123456,PRITHIVIRAJAN D,12.799595,80.0041717,1
TN CHN,22520,225201701009,603306,PRITHIVIRAJAN D,12.6865034,79.9835175,1
TN CHN,22520,225201701019,123456,KANNIYAPPAN K,12.5803395,79.8664918,1
TN CHN,22520,225201701024,603203,PRITHIVIRAJAN D,12.8203667,80.0268267,1
TN CHN,22520,225201701039,600004,PRITHIVIRAJAN D,12.6917107,79.9742436,1
TN CHN,22520,225201701040,603203,PRITHIVIRAJAN D,12.6917976,79.9742207,1
TN CHN,22520,225201701041,603203,PRITHIVIRAJAN D,12.6843671,79.9840788,1
TN CHN,22520,225201600890,603306,PRITHIVIRAJAN D,12.6905216,79.9806668,1
TN CHN,22520,225201600891,603306,PRITHIVIRAJAN D,12.6928093,79.9781825,1
TN CHN,22520,225201600895,603306,PRITHIVIRAJAN D,12.6928097,79.9781797,1
TN CHN,22520,225201600897,603306,PRITHIVIRAJAN D,12.4964477,79.8711336,1
TN CHN,22520,225201700965,603209,PRITHIVIRAJAN D,12.6917582,79.9742704,1
TN CHN,22520,225201701050,603203,PRITHIVIRAJAN D,12.69171,79.9742361,1
TN CHN,22520,225201701069,123456,KANNIYAPPAN K,12.7619358,80.0039251,1
TN CHN,22520,225201701079,123456,MOHANRAJ,12.4984778,79.8893051,1
TN CHN,22520,225201701037,123456,PRITHIVIRAJAN D,12.7307025,80.0004798,1
TN CHN,22520,225201701038,603209,PRITHIVIRAJAN D,12.6917919,79.9741789,1
TN CHN,22520,225201701059,603002,KANNIYAPPAN K,,,1
TN CHN,22520,225201701079,123456,PRITHIVIRAJAN D,12.4984778,79.8893051,1
TN CHN,22520,225201700977,603209,PRITHIVIRAJAN D,12.6917587,79.9741932,1
TN CHN,22520,225201701009,603306,PRITHIVIRAJAN D,12.6865034,79.9835175,1
TN CHN,22520,225201701013,123456,KANNIYAPPAN K,12.691736,79.9742077,1
TN CHN,22520,225201701018,603303,KANNIYAPPAN K,12.5379278,79.9034354,1
TN CHN,22520,225201701022,603203,PRITHIVIRAJAN D,12.8095067,80.0276967,1
TN CHN,22520,225201701023,603203,PRITHIVIRAJAN D,12.81019,80.027025,1
TN CHN,22520,225201701026,603203,PRITHIVIRAJAN D,12.8190167,80.0369783,1
TN CHN,22520,225201701029,603209,PRITHIVIRAJAN D,12.7969451,80.0247724,1
TN CHN,22520,225201701049,603209,PRITHIVIRAJAN D,12.7869783,80.01336,1
TN CHN,22520,225201600840,600001,PRITHIVIRAJAN D,12.7967073,80.0210503,1
TN CHN,22520,225201600895,603306,PRITHIVIRAJAN D,12.6928097,79.9781797,1
TN CHN,22520,225201600914,603306,PRITHIVIRAJAN D,12.5087068,79.8834726,1
TN CHN,22520,225201600918,603306,PRITHIVIRAJAN D,12.6928099,79.978181,1
TN CHN,22520,225201600921,603306,KANNIYAPPAN K,12.5431448,79.9057788,1
TN CHN,22520,225201700925,603204,PRITHIVIRAJAN D,12.7447132,79.9895468,1
TN CHN,22520,225201700970,123456,PRITHIVIRAJAN D,12.5089168,79.8881379,1
TN CHN,22520,225201701010,123456,PRITHIVIRAJAN D,12.508944,79.8888684,1
TN CHN,22520,225201701014,123456,KANNIYAPPAN K,12.6917455,79.9742671,1
TN CHN,22520,225201701021,603312,PRITHIVIRAJAN D,12.7995967,80.0041583,1
TN CHN,22520,225201701025,123456,PRITHIVIRAJAN D,12.6917113,79.9742411,1
TN CHN,22520,225201701027,123456,PRITHIVIRAJAN D,12.6951264,79.9763104,1
TN CHN,22520,225201701063,123456,KANNIYAPPAN K,12.7608421,80.0033393,1
TN CHN,22520,225201701069,123456,KANNIYAPPAN K,12.7619358,80.0039251,1
TN CHN,22520,225201701071,123456,PRITHIVIRAJAN D,12.5089462,79.8910602,1
TN CHN,22520,225201701079,123456,PRITHIVIRAJAN D,12.4984778,79.8893051,1
TN CHN,22520,225201701081,123456,KANNIYAPPAN K,12.7252874,79.9823773,1
TN CHN,22520,225201701091,603306,PRITHIVIRAJAN D,12.6928176,79.9781947,1
TN CHN,22520,225201701094,603111,KANNIYAPPAN K,12.6482237,79.940436,1
TN CHN,22520,225201701101,603002,KANNIYAPPAN K,12.6565884,79.95018,1
TN CHN,22520,225201801134,123456,PRITHIVIRAJAN D,12.81791,80.0389567,1
TN CHN,22520,225201801138,123456,PRITHIVIRAJAN D,12.6917132,79.9742161,1
TN CHN,22520,225201801150,600032,PRITHIVIRAJAN D,12.6864588,79.9834949,1
TN CHN,22520,225201801151,603306,PRITHIVIRAJAN D,12.50881,79.8846283,1
TN CHN,22520,225201801179,123456,PRITHIVIRAJAN D,12.6481754,79.9404851,1
TN CHN,22520,225201801194,123456,PRITHIVIRAJAN D,12.7581755,80.0093178,1
TN CHN,22520,225201901251,123456,PRITHIVIRAJAN D,12.6928045,79.9781836,1
TN CHN,22520,225201901263,603204,KANNIYAPPAN K,12.7598709,80.0058897,1
TN CHN,22520,225201901272,123456,PRITHIVIRAJAN D,12.8105362,80.0271822,1
TN CHN,22520,225201701089,123456,PRITHIVIRAJAN D,12.7977854,80.0098908,1
TN CHN,22520,225201701098,603308,KANNIYAPPAN K,12.5434195,79.9051696,1
TN CHN,22520,225201701103,603306,MOHANRAJ,12.5089669,79.8910145,1
TN CHN,22520,225201801128,123456,PRITHIVIRAJAN D,12.8096524,80.0277835,1
TN CHN,22520,225201801158,600032,PRITHIVIRAJAN D,12.6951264,79.9763297,1
TN CHN,22520,225201801225,123456,PRITHIVIRAJAN D,12.5433513,79.9127363,1
TN CHN,22520,225201901279,603001,KANNIYAPPAN K,12.6904967,79.9806578,1
TN CHN,22520,225201901281,600032,KANNIYAPPAN K,12.6681217,79.9838167,1
TN CHN,22520,225201901291,123456,KANNIYAPPAN K,12.7638532,80.0014915,1
TN CHN,22520,225202001299,0,MOHANRAJ,12.5108156,79.8852324,1
TN CHN,22520,225202001301,0,KANNIYAPPAN K,12.6917099,79.9742343,1
TN CHN,22520,225202001302,0,KANNIYAPPAN K,12.7607161,80.0033697,1
TN CHN,22520,225201801245,123456,MOHANRAJ,12.5090005,79.8891668,1
TN CHN,22520,225201901255,0,KANNIYAPPAN K,12.6916952,79.9742364,1
TN CHN,22520,225201901263,603204,KANNIYAPPAN K,12.7598709,80.0058897,1
TN CHN,22520,225201901273,0,KANNIYAPPAN K,12.6916936,79.9742369,1
TN CHN,22520,225201901282,600032,PRITHIVIRAJAN D,12.5266459,79.8923716,1
TN CHN,22520,225201701101,603002,KANNIYAPPAN K,12.6565884,79.95018,1
TN CHN,22520,225201701125,603209,PRITHIVIRAJAN D,12.7983577,80.0238049,1
TN CHN,22520,225201801129,123456,PRITHIVIRAJAN D,12.809645,80.0277733,1
TN CHN,22520,225201801150,600032,PRITHIVIRAJAN D,12.6864588,79.9834949,1
TN CHN,22520,225202001299,0,PRITHIVIRAJAN D,12.5108156,79.8852324,1
TN CHN,22520,225202001303,603204,KANNIYAPPAN K,12.7637139,80.0026177,1
TN CHN,22520,225202001308,0,KANNIYAPPAN K,12.6835233,79.9846723,1
TN CHN,22520,225202001309,0,PRITHIVIRAJAN D,12.80961,80.02762,1
TN CHN,22520,225202001309,0,PRITHIVIRAJAN D,12.80961,80.02762,1
TN CHN,22520,225202001313,603001,KANNIYAPPAN K,12.6685669,79.9851641,1
TN CHN,22520,225202001317,603001,KANNIYAPPAN K,12.6896469,79.9801089,1
TN CHN,22520,225201701081,123456,KANNIYAPPAN K,12.7252874,79.9823773,1
TN CHN,22520,225201701091,603306,PRITHIVIRAJAN D,12.6928176,79.9781947,1
TN CHN,22520,225201701100,603209,KANNIYAPPAN K,12.7625896,80.0035455,1
TN CHN,22520,225201801131,123456,PRITHIVIRAJAN D,12.7946462,80.0193059,1
TN CHN,22520,225201801135,123456,PRITHIVIRAJAN D,12.81875,80.0370683,1
TN CHN,22520,225201801151,603306,MOHANRAJ,12.50881,79.8846283,1
TN CHN,22520,225201801152,600032,KANNIYAPPAN K,,,1
TN CHN,22520,225201801166,123456,PRITHIVIRAJAN D,12.8190612,80.036381,1
TN CHN,22520,225201801196,123456,PRITHIVIRAJAN D,12.6917105,79.9742406,1
TN CHN,22520,225201801145,600032,PRITHIVIRAJAN D,12.7470002,79.9863149,1
TN CHN,22520,225201801179,123456,PRITHIVIRAJAN D,12.6481754,79.9404851,1
TN CHN,22520,225201801233,123456,KANNIYAPPAN K,12.757988,80.0023747,1
TN CHN,22520,225201801245,123456,PRITHIVIRAJAN D,12.5090005,79.8891668,1
TN CHN,22520,225201801247,123456,PRITHIVIRAJAN D,12.6843671,79.9840788,1
TN CHN,22520,225201801247,123456,PRITHIVIRAJAN D,12.6843671,79.9840788,1
TN CHN,22520,225201901252,603306,MOHANRAJ,12.6928066,79.9781838,1
TN CHN,22520,225201901251,123456,PRITHIVIRAJAN D,12.6928045,79.9781836,1
TN CHN,22520,225201901260,0,KANNIYAPPAN K,,,1
TN CHN,22520,225202001319,0,KANNIYAPPAN K,12.6045448,79.9765453,1
TN CHN,22520,225202101330,603209,PRITHIVIRAJAN D,12.7967893,80.0219881,1
TN CHN,22520,225202101333,603209,PRITHIVIRAJAN D,12.8016117,80.02544,1
TN CHN,22520,225202101334,603203,PRITHIVIRAJAN D,12.7969566,80.0245546,1
TN CHN,22520,225202101335,603209,PRITHIVIRAJAN D,12.7954017,80.0253916,1
TN CHN,22520,225202101340,603306,MOHANRAJ,12.5095001,79.8847705,1
TN CHN,22520,225202101342,603204,KANNIYAPPAN K,12.7547462,80.0024399,1
TN CHN,22520,225201701091,603306,MOHANRAJ,12.6928176,79.9781947,1
TN CHN,22520,225201701103,603306,PRITHIVIRAJAN D,12.5089669,79.8910145,1
TN CHN,22520,225201801130,123456,PRITHIVIRAJAN D,12.797006,80.0129323,1
TN CHN,22520,225201801156,603209,PRITHIVIRAJAN D,12.7998833,80.0063183,1
TN CHN,22520,225201901256,0,KANNIYAPPAN K,12.7373475,79.9874206,1
TN CHN,22520,225201901274,600043,PRITHIVIRAJAN D,12.7469334,79.9860241,1
TN CHN,22520,225201901284,600032,PRITHIVIRAJAN D,12.6796384,79.9756199,1
TN CHN,22520,225202001305,0,PRITHIVIRAJAN D,12.7945898,80.0270596,1
TN CHN,22520,225202101331,603002,PRITHIVIRAJAN D,12.6917448,79.9742591,1
TN CHN,22520,225202101339,603204,PRITHIVIRAJAN D,12.6917668,79.9742097,1
TN CHN,22520,225201901282,600032,PRITHIVIRAJAN D,12.5266459,79.8923716,1
TN CHN,22520,225201901283,600032,KANNIYAPPAN K,,,1
TN CHN,22520,225201901292,123456,PRITHIVIRAJAN D,12.7387931,80.0003074,1
TN CHN,22520,225202001299,0,PRITHIVIRAJAN D,12.5108156,79.8852324,1
TN CHN,22520,225202001301,0,KANNIYAPPAN K,12.6917099,79.9742343,1
TN CHN,22520,225202001302,0,KANNIYAPPAN K,12.7607161,80.0033697,1
TN CHN,22520,225202001306,0,KANNIYAPPAN K,12.5782733,79.9174092,1
TN CHN,22520,225201801164,123456,KANNIYAPPAN K,12.7016404,79.966213,1
TN CHN,22520,225201801225,123456,PRITHIVIRAJAN D,12.5433513,79.9127363,1
TN CHN,22520,225201801246,603003,KANNIYAPPAN K,12.6812417,79.9906083,1
TN CHN,22520,225201901251,123456,MOHANRAJ,12.6928045,79.9781836,1
TN CHN,22520,225201901253,0,PRITHIVIRAJAN D,12.810099,80.0271068,1
TN CHN,22520,225201901257,0,PRITHIVIRAJAN D,12.745965,79.9876717,1
TN CHN,22520,225201901265,603002,PRITHIVIRAJAN D,12.7446989,79.9895287,1
TN CHN,22520,225201901266,0,PRITHIVIRAJAN D,12.7441217,79.9902467,1
TN CHN,22520,225201901278,603001,KANNIYAPPAN K,12.690482,79.9807078,1
TN CHN,22520,225201901295,123456,KANNIYAPPAN K,12.5431634,79.9058915,1
TN CHN,22520,225201901296,123456,PRITHIVIRAJAN D,12.7890939,80.0336381,1
TN CHN,22520,225202001304,0,KANNIYAPPAN K,12.7585804,80.0093448,1
TN CHN,22520,225202001323,0,PRITHIVIRAJAN D,12.6917332,79.9742285,1
